STATION_NUMBER,STATION_NAME,PROV_TERR_STATE_LOC,REGIONAL_OFFICE_ID,HYD_STATUS,SED_STATUS,LATITUDE,LONGITUDE,DRAINAGE_AREA_GROSS,DRAINAGE_AREA_EFFECT,RHBN,REAL_TIME,CONTRIBUTOR_ID,OPERATOR_ID,DATUM_ID
08JA005,TAHTSA RIVER NEAR OOTSA LAKE,BC,2,DISCONTINUED,NA,53.75556182861328,-126.6999969482422,1420,NA,FALSE,FALSE,NA,NA,10
08JA006,TAHTSA RIVER AT OUTLET OF TAHTSA LAKE,BC,2,DISCONTINUED,NA,53.68333053588867,-127.23332977294922,578,NA,FALSE,FALSE,NA,NA,10
08JA007,NECHAKO RIVER AT OUTLET OF NATALKUZ LAKE,BC,2,DISCONTINUED,NA,53.42778015136719,-125.1111068725586,12100,NA,FALSE,FALSE,NA,NA,10
08JA009,CHESLATTA RIVER NEAR OOTSA LAKE,BC,2,DISCONTINUED,NA,53.64332962036133,-124.9749984741211,1580,NA,FALSE,FALSE,NA,NA,10
08JA010,NECHAKO RIVER BELOW BIG BEND CREEK,BC,2,DISCONTINUED,NA,53.56388854980469,-124.86000061035156,13900,NA,FALSE,FALSE,NA,NA,10
08JA011,NECHAKO RIVER NEAR OOTSA LAKE,BC,2,DISCONTINUED,NA,53.44443893432617,-125.02777862548828,NA,NA,FALSE,FALSE,NA,NA,NA
08JA013,"SKINS LAKE SPILLWAY, NECHAKO RESERVOIR",BC,2,ACTIVE,NA,53.77082824707031,-125.9705581665039,NA,NA,FALSE,FALSE,35,35,10
08JA014,VAN TINE CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.263328552246094,-125.40833282470705,150,NA,FALSE,FALSE,647,647,10
08JA015,LAVENTIE CREEK NEAR THE MOUTH,BC,2,ACTIVE,NA,53.65208053588867,-127.5377197265625,86.5,NA,FALSE,FALSE,647,647,10
08JA016,MACIVOR CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.800559997558594,-126.36000061035156,53.400001525878906,NA,FALSE,FALSE,NA,647,10
08JA017,NECHAKO RIVER BELOW CHESLATTA FALLS,BC,2,ACTIVE,NA,53.68550109863281,-124.83927917480467,15500,NA,FALSE,TRUE,906,647,10
08JA018,CHESLATTA LAKE AT WEST END,BC,2,DISCONTINUED,NA,53.70756149291992,-125.6117172241211,NA,NA,FALSE,FALSE,55,647,10
08JA019,CHEDAKUZ CREEK AT THE MOUTH,BC,2,DISCONTINUED,NA,53.4002799987793,-124.97110748291016,NA,NA,FALSE,FALSE,NA,647,10
08JA020,CHELASLIE RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.46221923828125,-125.86444091796876,NA,NA,FALSE,FALSE,NA,647,10
08JA021,COLES CREEK ABOVE TROITSA CREEK,BC,2,DISCONTINUED,NA,53.4900016784668,-127.20639038085938,NA,NA,FALSE,FALSE,NA,647,10
08JA022,NECHAKO RESERVOIR AT KENNEY DAM,BC,2,DISCONTINUED,NA,53.58028030395508,-124.9727783203125,NA,NA,FALSE,FALSE,NA,647,10
08JA023,NECHAKO RESERVOIR AT SKINS LAKE SPILLWAY,BC,2,ACTIVE,NA,53.77238082885742,-125.99723815917967,NA,NA,FALSE,TRUE,55,647,10
08JA024,ENTIAKO RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.3477783203125,-125.35138702392578,NA,NA,FALSE,FALSE,NA,647,10
08JA025,KASALKA CREEK AT THE MOUTH,BC,2,DISCONTINUED,NA,53.64221954345703,-127.14582824707033,NA,NA,FALSE,FALSE,NA,647,10
08JA026,MOUNT BAPTISTE CREEK BELOW 1040 M CONTOUR,BC,2,DISCONTINUED,NA,53.65555953979492,-127.39167022705078,NA,NA,FALSE,FALSE,55,647,10
08JA027,NECHAKO RESERVOIR AT TAHTSA REACH,BC,2,DISCONTINUED,NA,53.6622200012207,-127.1508331298828,NA,NA,FALSE,FALSE,NA,647,10
08JA028,EUTSUK RIVER AT OUTLET OF EUTSUK LAKE,BC,2,DISCONTINUED,NA,53.234169006347656,-126.1119384765625,NA,NA,FALSE,FALSE,906,647,10
08JA029,WHITESAIL MIDDLE CREEK NEAR TAHTSA REACH,BC,2,ACTIVE,NA,53.66265869140625,-126.9903793334961,7.71999979019165,NA,FALSE,TRUE,278,647,10
08JA030,TAHTSA LAKE NEAR KEMANO,BC,2,DISCONTINUED,NA,53.61722183227539,-127.69416809082033,NA,NA,FALSE,FALSE,35,647,7
08JB001,FRANCOIS LAKE AT SOUTHBANK,BC,2,DISCONTINUED,NA,54.025001525878906,-125.7652816772461,NA,NA,FALSE,FALSE,NA,NA,10
08JB002,STELLAKO RIVER AT GLENANNAN,BC,2,ACTIVE,NA,54.0078010559082,-125.00891876220705,3600,NA,TRUE,TRUE,647,647,10
08JB003,NAUTLEY RIVER NEAR FORT FRASER,BC,2,ACTIVE,NA,54.0850715637207,-124.6008529663086,6030,NA,FALSE,TRUE,906,647,10
08JB004,ENDAKO RIVER AT ENDAKO,BC,2,DISCONTINUED,NA,54.081939697265625,-125.02111053466795,1750,NA,FALSE,FALSE,NA,NA,10
08JB005,FRASER LAKE AT LEJAC,BC,2,DISCONTINUED,NA,54.0644416809082,-124.7633285522461,NA,NA,FALSE,FALSE,NA,NA,10
08JB006,NADINA RIVER NEAR NORALEE,BC,2,DISCONTINUED,NA,53.99721908569336,-126.5875015258789,1050,NA,FALSE,FALSE,NA,NA,NA
08JB007,NADINA LAKE NEAR NORALEE,BC,2,ACTIVE,NA,53.90415954589844,-126.97083282470705,NA,NA,FALSE,TRUE,647,647,10
08JB008,NADINA RIVER AT OUTLET OF NADINA LAKE,BC,2,ACTIVE,NA,53.90250015258789,-126.95471954345705,369,NA,FALSE,TRUE,647,647,10
08JB011,FRANCOIS LAKE AT FRANCOIS LAKE,BC,2,DISCONTINUED,NA,54.0513916015625,-125.7544403076172,NA,NA,FALSE,FALSE,NA,647,10
08JB012,ENDAKO RIVER AT OUTLET OF BURNS LAKE,BC,2,DISCONTINUED,NA,54.17805862426758,-125.4888916015625,771,NA,FALSE,FALSE,55,647,10
08JB013,NORTH BEACH CREEK ABOVE ALLIN CREEK,BC,2,ACTIVE,NA,54.1269416809082,-125.92832946777344,9.079999923706056,NA,FALSE,TRUE,55,647,10
08JB014,NITHI RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.94194030761719,-124.91555786132812,NA,NA,FALSE,FALSE,55,647,10
08JC001,NECHAKO RIVER AT VANDERHOOF,BC,2,ACTIVE,DISCONTINUED,54.02672958374024,-124.00865173339844,25200,NA,FALSE,TRUE,647,647,10
08JC002,NECHAKO RIVER AT ISLE PIERRE,BC,2,ACTIVE,NA,53.96044158935547,-123.23486328125,42700,NA,FALSE,TRUE,647,647,10
08JC005,CHILAKO RIVER NEAR PRINCE GEORGE,BC,2,DISCONTINUED,NA,53.80889129638672,-122.9888916015625,3390,NA,FALSE,FALSE,NA,NA,10
08JC006,MURRAY CREEK AT VANDERHOOF,BC,2,DISCONTINUED,NA,54.02999877929688,-124.0152816772461,125,NA,FALSE,FALSE,NA,NA,10
08JC007,CLEAR CREEK NEAR VANDERHOOF,BC,2,DISCONTINUED,NA,54.109169006347656,-124.13500213623048,52.09999847412109,NA,FALSE,FALSE,NA,NA,NA
08JC008,MURRAY CREEK ABOVE EAST MURRAY CREEK,BC,2,DISCONTINUED,NA,54.05638885498047,-124.06999969482422,20.200000762939453,NA,FALSE,FALSE,NA,NA,10
08JC009,HOGSBACK CREEK NEAR MAPES,BC,2,DISCONTINUED,NA,53.90555953979492,-123.86721801757812,110,NA,FALSE,FALSE,NA,NA,10
08JC010,STONY CREEK BELOW TACHICK LAKE,BC,2,DISCONTINUED,NA,53.99306106567383,-124.12110900878906,451,NA,FALSE,FALSE,NA,NA,10
08JC011,TRANKLE CREEK NEAR BRAESIDE,BC,2,DISCONTINUED,NA,54.11611175537109,-124.29528045654295,NA,NA,FALSE,FALSE,NA,NA,10
08JC013,STONY CREEK AT STONY CREEK,BC,2,DISCONTINUED,NA,53.94110870361328,-124.10694122314452,342,NA,FALSE,FALSE,NA,NA,10
08JC014,BEAVERLEY CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.81193923950195,-122.9680633544922,145,NA,FALSE,FALSE,NA,NA,NA
08JC015,BEAVERLEY CREEK AT OUTLET OF NADSILNICH LAKE,BC,2,DISCONTINUED,NA,53.73389053344727,-122.85138702392578,NA,NA,FALSE,FALSE,NA,NA,10
08JC016,NADSILNICH LAKE AT THE OUTLET,BC,2,DISCONTINUED,NA,53.73389053344727,-122.85138702392578,NA,NA,FALSE,FALSE,55,55,10
08JC017,CORKSCREW CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,53.89685821533203,-124.197998046875,NA,NA,FALSE,FALSE,278,647,10
08JD006,DRIFTWOOD RIVER ABOVE KASTBERG CREEK,BC,2,ACTIVE,NA,55.97613906860352,-126.67767333984376,403,NA,FALSE,TRUE,55,647,10
08JE001,STUART RIVER NEAR FORT ST. JAMES,BC,2,ACTIVE,NA,54.4168586730957,-124.27062225341795,14200,NA,TRUE,TRUE,647,647,10
08JE002,PINCHI CREEK AT PINCHI LAKE,BC,2,DISCONTINUED,NA,54.59167098999024,-124.48999786376952,NA,NA,FALSE,FALSE,185,185,NA
08JE003,STUART LAKE NEAR FORT ST. JAMES,BC,2,DISCONTINUED,NA,54.45500183105469,-124.28556060791016,NA,NA,FALSE,FALSE,NA,647,10
08JE004,TSILCOH RIVER NEAR THE MOUTH,BC,2,ACTIVE,NA,54.61080932617188,-124.2477569580078,431,NA,FALSE,TRUE,647,647,10
08JE005,KAZCHEK CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,54.9002799987793,-125.1380615234375,881,NA,FALSE,FALSE,647,647,10
08KA001,DORE RIVER NEAR MCBRIDE,BC,2,ACTIVE,NA,53.30924987792969,-120.2490005493164,409,NA,FALSE,TRUE,647,647,10
08KA003,HOLMES RIVER NEAR MCBRIDE,BC,2,DISCONTINUED,NA,53.25333023071289,-120.0561065673828,785,NA,FALSE,FALSE,NA,NA,10
08KA004,FRASER RIVER AT HANSARD,BC,2,ACTIVE,DISCONTINUED,54.07867050170898,-121.85035705566406,18000,NA,FALSE,TRUE,647,647,10
08KA005,FRASER RIVER AT MCBRIDE,BC,2,ACTIVE,NA,53.301719665527344,-120.14092254638672,6890,NA,FALSE,TRUE,647,647,10
08KA007,FRASER RIVER AT RED PASS,BC,2,ACTIVE,NA,52.98627853393555,-119.00666809082033,1710,NA,FALSE,TRUE,647,647,10
08KA008,MOOSE RIVER NEAR RED PASS,BC,2,DISCONTINUED,NA,52.91999816894531,-118.8000030517578,458,NA,FALSE,FALSE,NA,647,10
08KA009,MCKALE RIVER NEAR 940 M CONTOUR,BC,2,ACTIVE,NA,53.44406127929688,-120.22013854980467,253,NA,TRUE,TRUE,647,647,10
08KA010,SWIFT CREEK ABOVE BARRETT CREEK,BC,2,DISCONTINUED,NA,52.8769416809082,-119.1963882446289,111,NA,FALSE,FALSE,NA,NA,10
08KA011,MCLENNAN RIVER NEAR THE MOUTH,BC,2,DISCONTINUED,NA,52.96110916137695,-119.45806121826172,534,NA,FALSE,FALSE,NA,NA,10
08KA012,SWIFT CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,52.83832931518555,-119.26667022705078,132,NA,FALSE,FALSE,55,647,10
08KA013,MORKILL RIVER BELOW HELLROARING CREEK,BC,2,ACTIVE,NA,53.681671142578125,-120.59139251708984,1260,NA,FALSE,TRUE,55,647,10
08KB001,FRASER RIVER AT SHELLEY,BC,2,ACTIVE,NA,54.00366973876953,-122.62474822998048,32400,NA,FALSE,TRUE,647,647,10
08KB003,MCGREGOR RIVER AT LOWER CANYON,BC,2,ACTIVE,NA,54.23117065429688,-121.6687469482422,4780,NA,FALSE,TRUE,647,647,10
08KB005,MCGREGOR RIVER AT UPPER CANYON,BC,2,DISCONTINUED,NA,54.26805877685547,-121.49500274658205,2430,NA,FALSE,FALSE,NA,NA,10
08KB006,MULLER CREEK NEAR THE MOUTH,BC,2,ACTIVE,NA,54.29677963256836,-120.9774169921875,103,NA,FALSE,TRUE,647,647,10
08KC001,SALMON RIVER NEAR PRINCE GEORGE,BC,2,ACTIVE,NA,54.09642028808594,-122.67986297607422,4230,NA,FALSE,TRUE,647,647,10
08KC002,WRIGHT CREEK AT THE MOUTH,BC,2,DISCONTINUED,NA,54.09444046020508,-122.68611145019533,181,NA,FALSE,FALSE,NA,NA,10
08KC003,MUSKEG RIVER NORTH OF JOANNE LAKE,BC,2,DISCONTINUED,NA,54.605281829833984,-123.23722076416016,303,NA,FALSE,FALSE,647,647,10
08KD001,BOWRON RIVER NEAR WELLS,BC,2,DISCONTINUED,NA,53.2611083984375,-121.41388702392578,458,NA,FALSE,FALSE,NA,647,10
08KD002,WILLOW RIVER AT WELLS,BC,2,DISCONTINUED,NA,53.10221862792969,-121.56944274902344,50,NA,FALSE,FALSE,NA,NA,10
08KD003,WILLOW RIVER NEAR WILLOW RIVER,BC,2,DISCONTINUED,NA,54.06861114501953,-122.4638900756836,3110,NA,FALSE,FALSE,NA,NA,10
08KD004,BOWRON RIVER NEAR HANSARD,BC,2,DISCONTINUED,NA,54.036109924316406,-121.8791732788086,3550,NA,FALSE,FALSE,NA,NA,10
08KD005,BOWRON LAKE NEAR WELLS,BC,2,DISCONTINUED,NA,53.258331298828125,-121.41388702392578,NA,NA,FALSE,FALSE,NA,NA,10
08KD006,WILLOW RIVER ABOVE HAY CREEK,BC,2,DISCONTINUED,NA,54.04555892944336,-122.37306213378906,2860,NA,FALSE,FALSE,55,647,10
08KD007,BOWRON RIVER BELOW BOX CANYON,BC,2,ACTIVE,NA,54.01694107055664,-122.10285949707033,3330,NA,FALSE,TRUE,647,647,10
08KE001,FRASER RIVER AT PRINCE GEORGE,BC,2,DISCONTINUED,NA,53.91249847412109,-122.711669921875,79500,NA,FALSE,FALSE,NA,NA,161
08KE002,FRASER RIVER AT QUESNEL,BC,2,DISCONTINUED,NA,52.97444152832031,-122.49694061279295,97900,NA,FALSE,FALSE,NA,647,10
08KE003,NARCOSLI CREEK NEAR QUESNEL,BC,2,DISCONTINUED,NA,52.82389068603516,-122.46833038330078,1540,NA,FALSE,FALSE,NA,NA,NA
08KE004,LIGHTNING CREEK AT WINGDAM,BC,2,DISCONTINUED,NA,53.04972076416016,-121.95806121826172,204,NA,FALSE,FALSE,NA,NA,NA
08KE005,CUISSON CREEK NEAR ALEXANDRIA,BC,2,DISCONTINUED,NA,52.60694122314453,-122.46527862548828,162,NA,FALSE,FALSE,NA,NA,10
08KE006,AUSTRALIAN CREEK AT AUSTRALIAN,BC,2,DISCONTINUED,NA,52.72111129760742,-122.44306182861328,164,NA,FALSE,FALSE,55,55,10
08KE008,CUISSON CREEK (SOUTH FORK) NEAR MARGUERITE,BC,2,DISCONTINUED,NA,52.51805877685547,-122.3277816772461,NA,NA,FALSE,FALSE,NA,NA,NA
08KE009,COTTONWOOD RIVER NEAR CINEMA,BC,2,DISCONTINUED,NA,53.15528106689453,-122.47611236572266,1910,NA,FALSE,FALSE,55,647,10
08KE014,NAVER CREEK AT HIXON,BC,2,DISCONTINUED,NA,53.4263916015625,-122.5888900756836,658,NA,FALSE,FALSE,NA,NA,10
08KE015,CALE CREEK NEAR RED ROCK,BC,2,DISCONTINUED,NA,53.75667190551758,-122.64778137207033,188,NA,FALSE,FALSE,NA,NA,10
08KE016,BAKER CREEK AT QUESNEL,BC,2,ACTIVE,NA,52.9738883972168,-122.50943756103516,1550,NA,FALSE,TRUE,647,647,10
08KE017,KERSLEY CREEK NEAR QUESNEL,BC,2,DISCONTINUED,NA,52.80556106567383,-122.415283203125,37.59999847412109,NA,FALSE,FALSE,NA,NA,10
08KE018,FRASER RIVER AT SOUTH FORT GEORGE,BC,2,ACTIVE,NA,53.90077972412109,-122.73493957519533,79900,NA,FALSE,TRUE,55,647,10
08KE019,HODSON CREEK NEAR NARCOSLI CREEK,BC,2,DISCONTINUED,NA,52.71110916137695,-122.5152816772461,NA,NA,FALSE,FALSE,NA,NA,NA
08KE020,BOUCHIE CREEK ABOVE BOUCHIE LAKE,BC,2,DISCONTINUED,NA,53.036109924316406,-122.6347198486328,NA,NA,FALSE,FALSE,NA,NA,10
08KE022,SOUTH SISTERS CREEK AT HIGHWAY NO. 97,BC,2,DISCONTINUED,NA,52.84806060791016,-122.41082763671876,21.5,NA,FALSE,FALSE,NA,NA,10
08KE023,ALIX CREEK AT OUTLET OF ALIX LAKES,BC,2,DISCONTINUED,NA,52.63471984863281,-122.41361236572266,36.29999923706055,NA,FALSE,FALSE,NA,NA,10
08KE024,LITTLE SWIFT RIVER AT THE MOUTH,BC,2,ACTIVE,NA,52.91490173339844,-121.76747131347656,127,NA,FALSE,TRUE,647,647,10
08KE025,BOUCHIE CREEK BELOW BOUCHIE LAKE,BC,2,DISCONTINUED,NA,53.02555847167969,-122.55972290039062,NA,NA,FALSE,FALSE,NA,NA,10
08KE026,GENERAL CREEK IN ALEXANDRIA I.R. NO. 3,BC,2,DISCONTINUED,NA,52.5908317565918,-122.49500274658205,NA,NA,FALSE,FALSE,NA,NA,10
08KE027,TWAN CREEK BELOW STORAGE DAM,BC,2,DISCONTINUED,NA,52.53055953979492,-122.60556030273438,218,NA,FALSE,FALSE,NA,NA,10
08KE028,TABOR CREEK AT HIGHWAY NO. 97 NEAR PRINCE GEORGE,BC,2,DISCONTINUED,NA,53.79499816894531,-122.65193939208984,113,NA,FALSE,FALSE,NA,NA,10
08KE029,LONG JOHN CREEK AT THE MOUTH,BC,2,DISCONTINUED,NA,52.81111145019531,-123.022216796875,169,NA,FALSE,FALSE,NA,NA,10
08KE030,SISTERS CREEK BELOW DALE LAKE,BC,2,DISCONTINUED,NA,52.869998931884766,-122.3927764892578,16.100000381469727,NA,FALSE,FALSE,NA,NA,10
08KE031,GENERAL CREEK ABOVE DIVERSION,BC,2,DISCONTINUED,NA,52.59027862548828,-122.53333282470705,NA,NA,FALSE,FALSE,NA,NA,10
08KE032,TABOR CREEK ABOVE SWEDE CREEK,BC,2,DISCONTINUED,NA,53.86249923706055,-122.570556640625,60.20000076293945,NA,FALSE,FALSE,55,647,10
08KE033,ALIX CREEK ABOVE ALIX LAKES,BC,2,DISCONTINUED,NA,52.636940002441406,-122.4055633544922,37.29999923706055,NA,FALSE,FALSE,NA,647,10
08KE034,DESERTERS CREEK ABOVE NARCOSLI CREEK,BC,2,DISCONTINUED,NA,52.83110809326172,-122.540283203125,99.0999984741211,NA,FALSE,FALSE,NA,647,10
08KE035,NARCOSLI CREEK ABOVE RAMSEY CREEK,BC,2,DISCONTINUED,NA,52.494998931884766,-122.75582885742188,173,NA,FALSE,FALSE,55,55,10
08KE036,NARCOSLI CREEK BELOW RAMSEY CREEK,BC,2,DISCONTINUED,NA,52.508060455322266,-122.6786117553711,629,NA,FALSE,FALSE,55,55,10
08KE037,CUISSON CREEK (EAST FORK) ABOVE DAM,BC,2,DISCONTINUED,NA,52.58110809326172,-122.26917266845705,7.800000190734863,NA,FALSE,FALSE,55,55,10
08KF001,NAZKO RIVER ABOVE MICHELLE CREEK,BC,2,DISCONTINUED,NA,52.92916870117188,-123.5472183227539,3240,NA,FALSE,FALSE,NA,647,10
08KG001,WEST ROAD RIVER NEAR CINEMA,BC,2,ACTIVE,NA,53.306419372558594,-122.89180755615234,12400,NA,FALSE,TRUE,647,647,10
08KG003,BAEZAEKO RIVER AT LOT 10262,BC,2,DISCONTINUED,NA,52.98611068725586,-123.8027801513672,992,NA,FALSE,FALSE,NA,647,10
08KG004,CHARLESON CREEK AT THE MOUTH,BC,2,DISCONTINUED,NA,53.29693984985352,-122.95194244384766,145,NA,FALSE,FALSE,NA,NA,10
08KH001,QUESNEL RIVER AT LIKELY,BC,2,ACTIVE,NA,52.61582946777344,-121.57232666015624,5970,NA,FALSE,TRUE,647,647,10
08KH002,CARIBOO RIVER NEAR LIKELY,BC,2,DISCONTINUED,NA,52.65805816650391,-121.4741668701172,2560,NA,FALSE,FALSE,NA,NA,NA
08KH003,CARIBOO RIVER BELOW KANGAROO CREEK,BC,2,DISCONTINUED,NA,52.66667175292969,-121.67082977294922,3260,NA,FALSE,FALSE,NA,647,10
08KH004,CARIBOO RIVER NEAR BARKERVILLE,BC,2,DISCONTINUED,NA,52.97777938842773,-121.1763916015625,NA,NA,FALSE,FALSE,55,55,NA
08KH005,MATTHEW RIVER NEAR BARKERVILLE,BC,2,DISCONTINUED,NA,52.99250030517578,-121.1227798461914,NA,NA,FALSE,FALSE,55,55,NA
08KH006,QUESNEL RIVER NEAR QUESNEL,BC,2,ACTIVE,NA,52.84305953979492,-122.22528076171876,11500,NA,FALSE,TRUE,647,647,10
08KH007,HORSEFLY RIVER AT HORSEFLY,BC,2,DISCONTINUED,NA,52.331668853759766,-121.41278076171876,2310,NA,FALSE,FALSE,NA,NA,10
08KH008,LITTLE HORSEFLY RIVER NEAR HORSEFLY,BC,2,DISCONTINUED,NA,52.3730583190918,-121.31360626220705,422,NA,FALSE,FALSE,NA,NA,10
08KH010,HORSEFLY RIVER ABOVE MCKINLEY CREEK,BC,2,ACTIVE,NA,52.29138946533203,-121.0669403076172,790,NA,FALSE,TRUE,647,647,10
08KH011,QUESNEL LAKE NEAR LIKELY,BC,2,ACTIVE,NA,52.5747184753418,-121.540283203125,NA,NA,FALSE,TRUE,647,647,10
08KH013,CARIBOO RIVER NEAR KEITHLEY CREEK,BC,2,DISCONTINUED,NA,52.72943878173828,-121.43472290039062,2870,NA,FALSE,FALSE,NA,NA,10
08KH014,MITCHELL RIVER AT OUTLET OF MITCHELL LAKE,BC,2,DISCONTINUED,NA,52.84333038330078,-120.74166870117188,245,NA,FALSE,FALSE,NA,NA,10
08KH015,MITCHELL LAKE NEAR KEITHLEY CREEK,BC,2,DISCONTINUED,NA,52.84333038330078,-120.7361068725586,NA,NA,FALSE,FALSE,NA,NA,10
08KH016,DRAGON CREEK AT OUTLET OF DRAGON LAKE,BC,2,DISCONTINUED,NA,52.97417068481445,-122.43499755859376,NA,NA,FALSE,FALSE,NA,NA,10
08KH017,CARIBOO LAKE NEAR KEITHLEY CREEK,BC,2,DISCONTINUED,NA,52.74694061279297,-121.42472076416016,NA,NA,FALSE,FALSE,NA,NA,10
08KH018,BARLOW CREEK NEAR QUESNEL,BC,2,DISCONTINUED,NA,53.02582931518555,-122.4883270263672,69.9000015258789,NA,FALSE,FALSE,NA,NA,10
08KH019,MOFFAT CREEK NEAR HORSEFLY,BC,2,ACTIVE,NA,52.31555938720703,-121.4080581665039,548,NA,FALSE,TRUE,647,647,10
08KH020,MCKINLEY CREEK BELOW OUTLET OF MCKINLEY LAKE,BC,2,ACTIVE,NA,52.28083038330078,-121.00135803222656,431,NA,FALSE,TRUE,647,647,10
08KH021,BEAVER CREEK AT OUTLET OF BEAVER LAKE,BC,2,DISCONTINUED,NA,52.477500915527344,-121.8505630493164,847,NA,FALSE,FALSE,NA,NA,10
08KH022,MACKAY RIVER AT THE MOUTH,BC,2,DISCONTINUED,NA,52.3738899230957,-120.72222137451172,144,NA,FALSE,FALSE,NA,NA,10
08KH023,DRAGON CREEK ABOVE DRAGON LAKE,BC,2,DISCONTINUED,NA,52.95333099365234,-122.4036102294922,7.25,NA,FALSE,FALSE,NA,647,10
08KH024,MOLYBDENITE CREEK NEAR HENDRIX LAKE,BC,2,DISCONTINUED,NA,52.1349983215332,-120.88333129882812,NA,NA,FALSE,FALSE,NA,NA,10
08KH025,LITTLE HORSEFLY RIVER ABOVE GRUHS LAKE,BC,2,DISCONTINUED,NA,52.36555862426758,-121.35527801513672,416,NA,FALSE,FALSE,NA,NA,10
08KH026,GERIMI CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,52.8477783203125,-122.22250366210938,56.79999923706055,NA,FALSE,FALSE,55,55,10
08KH027,HAZELTINE CREEK BELOW POLLEY LAKE,BC,2,DISCONTINUED,NA,52.51277923583984,-121.57111358642578,NA,NA,FALSE,FALSE,NA,647,10
08KH028,RUDY CREEK BELOW SANDY LAKE,BC,2,DISCONTINUED,NA,52.68722152709961,-121.78166961669922,3.2100000381469727,NA,FALSE,FALSE,55,647,10
08KH029,CAMP CREEK NEAR THE MOUTH,BC,2,DISCONTINUED,NA,52.78305816650391,-120.73777770996094,6.289999961853027,NA,FALSE,FALSE,55,647,10
08KH030,PENFOLD CREEK NEAR THE MOUTH,BC,2,ACTIVE,NA,52.79193878173828,-120.74971771240234,184,NA,FALSE,TRUE,55,647,10
08KH031,HORSEFLY RIVER ABOVE QUESNEL LAKE,BC,2,ACTIVE,NA,52.44430923461914,-121.41813659667967,NA,NA,FALSE,FALSE,55,647,10
08LA001,CLEARWATER RIVER NEAR CLEARWATER STATION,BC,2,ACTIVE,DISCONTINUED,51.65571975708008,-120.06604766845705,10300,NA,TRUE,TRUE,906,647,10
08LA002,HEMP CREEK NEAR RAFT RIVER,BC,2,DISCONTINUED,NA,51.91667175292969,-120.04750061035156,177,NA,FALSE,FALSE,NA,NA,10
08LA003,MURTLE RIVER NEAR CLEARWATER STATION,BC,2,DISCONTINUED,NA,52.05971908569336,-119.9333267211914,1240,NA,FALSE,FALSE,NA,NA,10
08LA004,MURTLE RIVER ABOVE DAWSON FALLS,BC,2,DISCONTINUED,NA,51.97943878173828,-120.10360717773438,1380,NA,FALSE,FALSE,NA,NA,10
08LA005,BRIDGE CREEK NEAR 100 MILE HOUSE,BC,2,DISCONTINUED,NA,51.70500183105469,-121.1758270263672,1330,NA,FALSE,FALSE,NA,647,10
08LA006,CANIM RIVER AT OUTLET OF CANIM LAKE,BC,2,DISCONTINUED,NA,51.86861038208008,-120.59722137451172,NA,NA,FALSE,FALSE,NA,NA,10
08LA007,CLEARWATER RIVER AT OUTLET OF CLEARWATER LAKE,BC,2,DISCONTINUED,NA,52.13888931274414,-120.1916732788086,2950,NA,FALSE,FALSE,NA,647,10
08LA008,MAHOOD RIVER AT OUTLET OF MAHOOD LAKE,BC,2,DISCONTINUED,NA,51.93193817138672,-120.24138641357422,4710,NA,FALSE,FALSE,NA,NA,10
08LA009,CLEARWATER RIVER AT INLET TO CLEARWATER LAKE,BC,2,DISCONTINUED,NA,52.348609924316406,-120.2638931274414,2380,NA,FALSE,FALSE,NA,NA,10
08LA010,MAHOOD LAKE NEAR CLEARWATER STATION,BC,2,DISCONTINUED,NA,51.93833160400391,-120.2411117553711,NA,NA,FALSE,FALSE,NA,NA,10
08LA011,CANIM LAKE NEAR CANIM LAKE,BC,2,DISCONTINUED,NA,51.841941833496094,-120.73027801513672,NA,NA,FALSE,FALSE,NA,NA,10
08LA012,CLEARWATER LAKE NEAR CLEARWATER STATION,BC,2,DISCONTINUED,NA,52.14305877685547,-120.1916732788086,NA,NA,FALSE,FALSE,NA,647,10
08LA013,CLEARWATER RIVER AT OUTLET OF HOBSON LAKE,BC,2,DISCONTINUED,NA,52.421669006347656,-120.32389068603516,904,NA,FALSE,FALSE,NA,NA,NA
08LA014,HOBSON LAKE NEAR CLEARWATER STATION,BC,2,DISCONTINUED,NA,52.42499923706055,-120.3255615234375,NA,NA,FALSE,FALSE,NA,NA,10
08LA015,CANIM CREEK AT OUTLET OF SPOUT LAKE,BC,2,DISCONTINUED,NA,52.00971984863281,-121.44444274902344,65.30000305175781,NA,FALSE,FALSE,NA,NA,NA
08LA016,CANDLE CREEK NEAR CLEARWATER STATION,BC,2,DISCONTINUED,NA,51.69028091430664,-120.0041732788086,25.100000381469727,NA,FALSE,FALSE,NA,NA,NA
